Date,Close,Open,High,Low,Vol,% Change
2016-03-29,568.28,575.63,576.07,568.28,165.10K,-1.29%
2016-03-30,569.91,566.08,571.89,565.55,135.46K,0.29%
2016-03-31,561.22,569.04,570.94,561.22,172.53K,-1.52%
2016-04-01,558.43,560.64,562.73,557.96,131.42K,-0.50%
2016-04-04,555.82,557.56,560.92,554.30,118.85K,-0.47%
2016-04-05,560.32,555.98,560.32,555.15,140.38K,0.81%
2016-04-06,567.79,561.94,567.79,560.63,120.89K,1.33%
2016-04-07,571.60,570.72,572.56,567.01,123.54K,0.67%
2016-04-08,572.34,571.21,574.46,569.09,122.41K,0.13%
2016-04-11,579.27,575.11,581.88,575.01,143.19K,1.21%
2016-04-12,579.84,580.90,582.97,577.17,165.75K,0.10%
2016-04-13,578.02,580.77,582.81,575.65,140.04K,-0.31%
2016-04-14,579.49,575.69,584.81,575.69,116.83K,0.25%
2016-04-15,579.86,581.54,586.36,579.86,124.27K,0.06%
2016-04-19,568.28,578.32,578.44,568.28,138.46K,-2.00%
2016-04-20,568.03,569.80,571.71,565.30,116.43K,-0.04%
2016-04-21,575.73,571.19,577.41,570.71,104.75K,1.36%
2016-04-22,592.48,574.57,592.48,574.57,140.76K,2.91%
2016-04-25,591.58,597.91,601.61,591.58,161.64K,-0.15%
2016-04-26,598.48,590.99,598.48,590.19,176.65K,1.17%
2016-04-27,593.96,601.79,601.79,591.35,149.05K,-0.76%
2016-04-28,591.67,594.98,597.28,589.97,101.20K,-0.39%
