Date,Close,Open,High,Low,Vol,% Change
2017-03-01,709.52,710.70,712.49,705.79,222.20K,-0.18%
2017-03-02,707.51,712.68,713.53,707.51,176.45K,-0.28%
2017-03-03,712.62,708.23,712.62,705.83,170.92K,0.72%
2017-03-06,716.29,714.61,718.04,714.01,172.20K,0.51%
2017-03-07,716.54,716.46,716.95,714.27,195.68K,0.03%
2017-03-08,716.60,715.04,718.78,713.89,175.66K,0.01%
2017-03-09,715.80,715.86,718.23,714.96,195.41K,-0.11%
2017-03-10,712.21,715.85,716.81,712.21,197.43K,-0.50%
2017-03-13,710.17,711.93,712.63,707.63,146.59K,-0.29%
2017-03-14,714.71,709.90,716.49,709.29,134.82K,0.64%
2017-03-15,713.14,715.63,716.49,713.14,139.57K,-0.22%
2017-03-16,714.92,712.56,715.03,710.66,179.09K,0.25%
2017-03-17,710.54,715.82,717.10,710.54,253.20K,-0.61%
2017-03-20,715.07,711.44,717.54,711.44,175.29K,0.64%
2017-03-21,716.18,717.03,718.80,714.78,231.63K,0.16%
2017-03-22,712.94,715.78,720.68,712.94,269.00K,-0.45%
2017-03-23,719.56,712.61,719.56,712.61,192.35K,0.93%
2017-03-24,722.14,719.56,724.36,719.56,214.78K,0.36%
2017-03-27,723.52,723.23,725.57,721.41,233.19K,0.19%
2017-03-28,719.26,724.37,725.00,718.66,221.92K,-0.59%
2017-03-29,720.47,719.08,721.92,718.37,193.99K,0.17%
2017-03-30,723.86,721.87,725.91,721.87,195.79K,0.47%
2017-03-31,722.31,725.97,726.67,722.31,213.14K,-0.21%
2017-04-03,722.38,723.02,724.37,721.58,183.07K,0.01%
2017-04-04,724.14,723.70,724.67,722.79,214.30K,0.24%
2017-04-05,723.22,724.89,726.03,722.49,217.98K,-0.13%
2017-04-07,727.95,721.85,727.95,720.28,229.96K,0.65%
2017-04-10,729.87,728.71,730.90,727.77,152.42K,0.26%
2017-04-11,731.33,730.15,732.24,730.15,210.27K,0.20%
2017-04-12,725.58,731.62,732.87,724.48,249.51K,-0.79%
2017-04-13,724.35,725.54,727.34,723.88,190.43K,-0.17%
2017-04-14,718.45,722.47,722.96,714.13,195.28K,-0.81%
2017-04-17,710.83,718.93,721.78,710.83,170.26K,-1.06%
2017-04-18,714.93,708.64,714.93,705.55,178.13K,0.58%
2017-04-19,716.77,714.87,716.77,714.02,151.57K,0.26%
2017-04-20,712.66,716.76,716.76,712.66,137.64K,-0.57%
2017-04-21,712.41,712.77,715.08,711.08,202.27K,-0.04%
2017-04-24,709.39,711.60,712.77,709.39,154.88K,-0.42%
2017-04-25,707.58,709.00,709.81,706.04,137.23K,-0.26%
2017-04-26,710.04,706.36,710.04,706.32,142.34K,0.35%
2017-04-27,716.53,711.74,716.53,711.38,187.19K,0.91%
2017-04-28,717.73,715.90,718.54,713.83,190.64K,0.17%
2017-05-03,719.54,718.70,719.54,716.66,229.58K,0.25%
2017-05-04,722.02,717.98,723.22,717.98,215.83K,0.34%
2017-05-05,720.00,720.39,721.65,719.86,194.38K,-0.28%
2017-05-08,718.86,720.61,720.61,717.98,232.46K,-0.16%
2017-05-09,722.11,718.86,722.11,716.95,224.90K,0.45%
2017-05-10,724.31,721.94,727.52,721.81,228.17K,0.30%
2017-05-11,724.99,724.84,726.82,723.39,223.04K,0.09%
2017-05-12,725.37,724.63,726.40,724.41,188.85K,0.05%
2017-05-15,725.35,725.25,726.19,723.18,240.89K,0.00%
2017-05-16,725.03,725.84,727.86,725.03,294.21K,-0.04%
2017-05-17,727.20,724.01,728.01,722.81,206.67K,0.30%
2017-05-18,726.99,727.20,729.00,723.80,219.68K,-0.03%
2017-05-19,733.82,727.61,733.82,726.79,211.59K,0.94%
2017-05-22,744.10,738.63,746.87,738.63,272.76K,1.40%
2017-05-23,740.93,744.32,746.18,740.28,266.86K,-0.43%
2017-05-24,742.74,739.91,744.27,737.30,225.26K,0.24%
2017-05-25,741.91,744.24,746.48,740.89,205.89K,-0.11%
2017-05-26,743.41,741.40,743.46,740.60,193.18K,0.20%
2017-05-29,746.25,746.08,748.06,745.31,252.31K,0.38%
2017-05-30,738.21,747.07,747.43,738.21,261.22K,-1.08%
2017-05-31,737.82,738.91,741.93,735.39,214.22K,-0.05%
2017-06-01,741.80,739.45,742.23,738.71,152.24K,0.54%
2017-06-02,738.81,741.48,742.11,736.09,184.55K,-0.40%
2017-06-05,743.49,739.13,745.14,738.35,218.61K,0.63%
2017-06-06,751.31,743.99,751.31,743.99,185.36K,1.05%
2017-06-07,753.46,752.75,754.92,751.65,211.21K,0.29%
2017-06-08,750.13,751.70,751.96,748.91,262.70K,-0.44%
2017-06-09,749.72,749.46,752.01,749.04,178.52K,-0.05%
2017-06-12,751.09,751.33,753.41,749.00,184.32K,0.18%
2017-06-13,756.89,751.09,756.89,750.10,204.17K,0.77%
2017-06-14,760.77,758.26,761.70,756.82,206.34K,0.51%
2017-06-15,760.57,760.38,762.98,758.17,193.28K,-0.03%
2017-06-16,761.24,761.75,762.43,759.98,221.69K,0.09%
2017-06-19,766.83,763.75,766.83,762.33,199.98K,0.73%
2017-06-20,767.99,767.59,768.29,764.42,229.11K,0.15%
2017-06-21,767.41,765.71,767.83,758.90,248.54K,-0.08%
2017-06-22,766.30,768.41,769.99,766.30,224.84K,-0.14%
2017-06-23,769.01,765.66,769.01,763.64,254.93K,0.35%
2017-06-26,772.52,770.50,773.14,769.73,235.11K,0.46%
2017-06-27,767.51,773.15,773.40,767.19,235.65K,-0.65%
2017-06-28,769.04,766.82,769.04,762.78,203.56K,0.20%
2017-06-29,771.75,771.26,773.08,769.89,211.88K,0.35%
2017-06-30,776.47,773.46,776.50,773.46,194.38K,0.61%
2017-07-03,778.88,777.20,780.01,775.53,195.52K,0.31%
2017-07-04,775.54,779.15,779.15,772.90,232.64K,-0.43%
2017-07-05,778.32,775.85,778.32,773.81,216.49K,0.36%
2017-07-06,782.65,780.50,782.77,779.99,238.45K,0.56%
2017-07-07,775.73,783.73,783.81,775.73,261.56K,-0.88%
2017-07-10,766.56,775.85,775.85,764.43,217.18K,-1.18%
2017-07-11,769.36,766.56,769.36,761.57,225.54K,0.37%
2017-07-12,774.17,772.60,775.08,769.83,176.53K,0.63%
2017-07-13,778.30,777.12,778.30,773.85,200.64K,0.53%
2017-07-14,777.60,779.72,780.65,776.88,209.25K,-0.09%
2017-07-17,768.91,777.70,778.30,766.47,254.75K,-1.12%
2017-07-18,767.49,766.88,770.37,762.68,237.79K,-0.18%
2017-07-19,771.30,771.33,774.12,770.18,236.85K,0.50%
2017-07-20,768.41,768.56,768.56,763.55,183.49K,-0.37%
2017-07-21,761.86,768.90,770.43,761.86,179.98K,-0.85%
2017-07-24,759.74,759.97,761.64,753.82,158.87K,-0.28%
2017-07-25,767.27,757.43,767.27,757.35,180.74K,0.99%
2017-07-26,773.88,769.35,773.88,764.92,208.32K,0.86%
2017-07-27,771.50,773.21,774.97,770.30,202.37K,-0.31%
2017-07-28,777.09,771.21,777.09,770.82,199.88K,0.72%
2017-07-31,783.55,777.54,783.58,776.72,267.11K,0.83%
2017-08-01,786.81,784.44,787.68,784.15,206.36K,0.42%
2017-08-02,786.23,783.45,788.97,779.81,218.99K,-0.07%
2017-08-03,788.49,786.23,790.82,786.19,208.92K,0.29%
2017-08-04,788.68,789.46,790.12,786.09,202.95K,0.02%
2017-08-07,792.98,789.41,796.09,788.66,222.64K,0.55%
2017-08-08,791.57,795.80,796.62,789.84,228.90K,-0.18%
2017-08-09,773.66,789.15,789.15,773.66,307.86K,-2.26%
2017-08-10,773.43,769.58,776.77,769.58,190.13K,-0.03%
2017-08-11,772.08,773.43,774.31,769.14,169.87K,-0.17%
2017-08-14,776.17,770.65,776.42,770.65,185.52K,0.53%
2017-08-15,771.06,776.64,776.83,770.09,152.54K,-0.66%
2017-08-16,773.57,771.10,773.57,766.80,169.79K,0.33%
2017-08-17,767.59,773.48,774.47,767.59,238.33K,-0.77%
2017-08-18,768.97,762.82,770.79,762.46,196.32K,0.18%
2017-08-21,768.79,767.42,769.71,765.95,169.70K,-0.02%
2017-08-22,761.26,768.20,768.44,760.30,154.11K,-0.98%
2017-08-23,765.98,762.42,765.98,759.01,158.56K,0.62%
2017-08-24,769.77,766.48,771.65,764.64,219.61K,0.49%
2017-08-25,771.63,769.07,771.63,768.57,225.18K,0.24%
2017-08-28,777.26,771.81,777.26,770.51,258.57K,0.73%
2017-08-29,774.03,773.91,777.11,773.87,264.85K,-0.42%
2017-08-30,778.65,774.31,778.65,773.85,203.15K,0.60%
2017-08-31,782.76,779.19,785.78,778.19,211.65K,0.53%
2017-09-01,788.73,784.42,789.19,784.18,146.63K,0.76%
2017-09-05,792.31,790.26,794.46,787.80,165.41K,0.45%
2017-09-06,793.55,792.16,793.82,788.89,155.71K,0.16%
2017-09-07,796.72,793.61,798.58,792.77,154.51K,0.40%
2017-09-08,801.20,797.98,802.90,797.82,132.50K,0.56%
2017-09-11,797.47,801.20,805.44,797.47,155.94K,-0.47%
2017-09-12,799.94,795.53,801.01,794.88,153.20K,0.31%
2017-09-13,802.78,802.85,804.38,800.39,150.28K,0.36%
2017-09-14,806.32,803.34,807.29,803.23,162.90K,0.44%
2017-09-15,805.82,803.35,805.82,802.08,163.95K,-0.06%
2017-09-18,807.87,808.51,809.39,805.37,173.96K,0.25%
2017-09-19,805.93,807.41,810.13,805.87,172.85K,-0.24%
2017-09-20,805.86,806.88,807.51,803.33,150.76K,-0.01%
2017-09-21,803.93,805.29,806.52,802.60,138.75K,-0.24%
2017-09-22,807.13,805.15,808.16,803.94,176.70K,0.40%
2017-09-25,805.58,806.90,807.64,802.23,149.15K,-0.19%
2017-09-26,805.35,806.40,806.84,801.66,171.21K,-0.03%
2017-09-27,803.77,803.32,805.04,801.74,157.40K,-0.20%
2017-09-28,804.82,803.10,810.35,803.10,192.67K,0.13%
2017-09-29,804.42,805.07,808.77,804.42,139.48K,-0.05%
2017-10-02,802.23,805.29,808.09,801.70,119.50K,-0.27%
2017-10-03,798.00,803.98,804.39,795.05,162.27K,-0.53%
2017-10-04,805.66,797.39,805.66,797.00,118.42K,0.96%
2017-10-05,805.23,806.56,810.54,805.22,148.46K,-0.05%
2017-10-06,807.80,805.70,808.13,803.81,132.95K,0.32%
2017-10-09,808.96,809.61,810.75,806.78,167.58K,0.14%
2017-10-10,810.65,808.43,810.65,806.30,144.21K,0.21%
2017-10-11,813.95,811.20,815.11,811.20,180.70K,0.41%
2017-10-12,815.87,814.43,818.44,813.72,149.20K,0.24%
2017-10-13,820.95,814.60,820.95,814.20,154.13K,0.62%
2017-10-16,819.43,821.54,823.85,819.43,168.99K,-0.19%
2017-10-17,828.29,819.51,828.29,819.43,177.22K,1.08%
2017-10-18,827.72,829.43,831.15,826.72,198.94K,-0.07%
2017-10-19,828.93,828.89,831.61,825.50,169.35K,0.15%
2017-10-20,826.84,827.93,833.57,826.84,196.37K,-0.25%
2017-10-23,820.04,826.25,827.24,818.81,210.65K,-0.82%
2017-10-24,825.24,818.08,825.24,814.92,180.44K,0.63%
2017-10-25,830.69,826.08,830.69,822.83,160.17K,0.66%
2017-10-26,830.11,829.94,834.67,823.92,187.41K,-0.07%
2017-10-27,840.37,829.15,840.37,828.45,143.37K,1.24%
2017-10-30,845.20,842.92,849.30,842.92,197.30K,0.57%
2017-10-31,837.28,844.27,845.93,837.28,192.06K,-0.94%
2017-11-01,842.71,838.75,842.88,838.01,172.22K,0.65%
2017-11-02,833.09,842.19,849.53,833.09,192.77K,-1.14%
2017-11-03,843.73,833.16,843.73,831.58,203.25K,1.28%
2017-11-06,849.09,846.12,849.09,843.76,172.30K,0.64%
2017-11-07,850.33,850.20,854.60,847.88,584.72K,0.15%
2017-11-08,859.70,853.15,863.07,852.32,171.68K,1.10%
2017-11-09,860.40,862.38,864.20,858.16,164.44K,0.08%
2017-11-10,868.21,859.91,869.37,859.24,189.39K,0.91%
2017-11-13,879.34,871.70,879.34,871.70,283.76K,1.28%
2017-11-14,880.90,881.15,884.14,874.74,221.73K,0.18%
2017-11-15,882.59,877.65,884.83,876.60,200.08K,0.19%
2017-11-16,892.80,880.17,892.80,880.17,206.50K,1.16%
2017-11-17,890.69,893.99,898.11,886.86,188.54K,-0.24%
2017-11-20,903.55,890.34,903.55,889.55,175.97K,1.44%
2017-11-21,918.30,907.51,929.89,907.51,230.29K,1.63%
2017-11-22,932.66,921.13,932.66,921.13,210.14K,1.56%
2017-11-23,933.70,938.31,943.15,927.00,223.22K,0.11%
2017-11-24,935.57,930.52,937.54,924.65,225.73K,0.20%
2017-11-27,938.61,933.38,947.06,931.29,252.36K,0.32%
2017-11-28,941.21,939.10,943.45,933.59,359.52K,0.28%
2017-11-29,952.14,943.46,952.14,940.40,229.83K,1.16%
2017-11-30,949.93,956.17,960.11,949.93,249.61K,-0.23%
2017-12-01,960.33,952.76,960.33,952.76,227.73K,1.09%
2017-12-04,970.02,962.47,972.53,962.47,270.00K,1.01%
2017-12-05,953.30,972.28,974.80,953.30,265.51K,-1.72%
2017-12-06,947.64,950.21,950.72,932.64,243.46K,-0.59%
2017-12-07,938.65,950.23,954.24,932.68,196.89K,-0.95%
2017-12-08,940.16,938.41,944.75,930.29,197.62K,0.16%
2017-12-11,917.45,930.17,936.93,917.45,193.98K,-2.42%
2017-12-12,927.25,927.67,931.12,895.73,243.25K,1.07%
2017-12-13,924.40,932.05,932.48,922.97,157.40K,-0.31%
2017-12-14,935.85,925.51,936.29,923.99,172.03K,1.24%
2017-12-15,935.16,933.63,939.57,932.96,239.90K,-0.07%
2017-12-18,958.06,945.90,958.06,945.90,241.41K,2.45%
2017-12-19,951.42,961.03,963.01,951.25,228.76K,-0.69%
2017-12-20,953.51,945.12,958.82,945.12,220.57K,0.22%
2017-12-21,946.06,949.45,957.56,946.06,213.62K,-0.78%
2017-12-22,952.32,947.54,952.70,945.18,197.58K,0.66%
2017-12-25,958.31,954.28,958.57,952.41,168.44K,0.63%
2017-12-26,965.93,960.32,965.93,957.24,186.04K,0.80%
2017-12-27,968.46,969.72,972.60,965.18,235.83K,0.26%
2017-12-28,976.72,970.63,978.65,967.73,160.23K,0.85%
2017-12-29,984.24,978.39,990.10,976.33,211.11K,0.77%
2018-01-02,995.77,986.05,996.18,984.34,186.02K,1.17%
2018-01-03,1005.67,999.86,1010.21,998.41,237.30K,0.99%
2018-01-04,1019.75,1009.37,1019.75,1009.00,252.91K,1.40%
2018-01-05,1012.65,1020.34,1020.60,1010.65,284.03K,-0.70%
2018-01-08,1022.90,1011.36,1022.90,1004.89,268.79K,1.01%
2018-01-09,1033.56,1027.14,1033.56,1017.86,320.38K,1.04%
2018-01-10,1038.11,1034.64,1045.63,1033.01,375.09K,0.44%
2018-01-11,1048.17,1037.03,1049.73,1031.13,314.65K,0.97%
2018-01-12,1050.11,1050.17,1057.88,1046.38,351.97K,0.19%
2018-01-15,1063.47,1049.91,1063.47,1043.15,292.71K,1.27%
2018-01-16,1062.96,1059.36,1065.39,1052.43,340.19K,-0.05%
2018-01-17,1034.69,1061.98,1064.77,1034.69,332.61K,-2.66%
2018-01-18,1050.25,1028.76,1050.25,1020.01,281.60K,1.50%
2018-01-19,1062.07,1054.33,1067.21,1053.37,342.47K,1.13%
2018-01-22,1087.42,1066.86,1088.05,1066.61,266.11K,2.39%
2018-01-23,1087.42,1066.86,1088.05,1066.61,266.11K,0.00%
2018-01-25,1104.57,1098.44,1117.08,1098.44,510.92K,1.58%
2018-01-26,1115.64,1119.78,1123.83,1103.06,292.97K,1.00%
2018-01-29,1109.80,1121.78,1130.10,1109.80,276.73K,-0.52%
2018-01-30,1110.56,1099.98,1110.56,1092.44,335.41K,0.07%
2018-01-31,1110.36,1112.23,1128.10,1104.98,351.21K,-0.02%
2018-02-01,1099.67,1111.74,1111.74,1090.25,269.17K,-0.96%
2018-02-02,1105.04,1098.66,1105.04,1091.06,200.31K,0.49%
2018-02-05,1048.71,1089.62,1090.88,1048.71,282.04K,-5.10%
2018-02-06,1011.60,1026.08,1026.08,983.06,480.71K,-3.54%
2018-02-07,1040.55,1040.53,1048.54,1034.13,241.18K,2.86%
2018-02-08,1023.25,1031.46,1039.61,1023.25,181.50K,-1.66%
2018-02-09,1003.94,991.09,1003.94,973.78,243.23K,-1.89%
2018-02-12,1041.79,1011.64,1041.79,1011.64,171.10K,3.77%
2018-02-13,1059.73,1053.31,1060.48,1052.86,174.29K,1.72%
2018-02-21,1087.15,1073.33,1092.65,1070.43,177.57K,2.59%
2018-02-22,1076.03,1087.15,1091.62,1074.27,200.37K,-1.02%
2018-02-23,1102.85,1086.81,1102.85,1081.31,189.08K,2.49%
2018-02-26,1114.53,1115.90,1127.57,1114.06,234.11K,1.06%
2018-02-27,1119.61,1124.03,1124.03,1106.77,196.67K,0.46%
2018-02-28,1121.54,1110.30,1129.89,1109.89,232.59K,0.17%
2018-03-01,1115.79,1121.54,1129.30,1110.92,227.40K,-0.51%
2018-03-02,1121.21,1103.16,1121.91,1103.16,210.07K,0.49%
2018-03-05,1093.48,1121.21,1132.69,1093.48,277.68K,-2.47%
2018-03-06,1120.29,1093.48,1120.29,1091.67,236.33K,2.45%
2018-03-07,1112.26,1121.99,1126.67,1103.29,279.08K,-0.72%
2018-03-08,1124.15,1112.24,1126.35,1111.76,200.92K,1.07%
2018-03-09,1123.41,1128.73,1135.02,1119.18,217.76K,-0.07%
2018-03-12,1126.29,1135.37,1135.48,1123.98,244.68K,0.26%
2018-03-13,1133.31,1126.53,1133.31,1118.49,233.20K,0.62%
2018-03-14,1138.09,1135.99,1142.88,1134.55,250.55K,0.42%
2018-03-15,1138.76,1134.51,1140.74,1129.66,232.40K,0.06%
2018-03-16,1150.19,1144.54,1152.52,1140.56,308.62K,1.00%
2018-03-19,1159.22,1158.16,1165.63,1155.82,272.05K,0.79%
2018-03-20,1159.39,1154.48,1166.33,1154.48,214.04K,0.01%
2018-03-21,1169.36,1166.51,1172.31,1163.91,237.68K,0.86%
2018-03-22,1172.36,1175.22,1180.44,1169.48,233.32K,0.26%
2018-03-23,1153.59,1154.25,1157.20,1138.53,261.96K,-1.60%
2018-03-26,1171.22,1150.51,1176.95,1150.51,211.70K,1.53%
2018-03-27,1171.73,1187.42,1187.42,1169.58,237.76K,0.04%
2018-03-28,1172.24,1168.87,1179.18,1165.71,208.55K,0.04%
2018-03-29,1167.03,1174.73,1176.45,1164.12,185.25K,-0.44%
2018-03-30,1174.46,1169.29,1175.36,1158.49,204.90K,0.64%
2018-04-02,1196.61,1180.26,1196.61,1179.73,245.76K,1.89%
2018-04-03,1188.29,1197.00,1199.93,1185.83,255.24K,-0.70%
2018-04-04,1191.54,1194.26,1200.71,1189.46,238.69K,0.27%
2018-04-05,1193.17,1197.76,1199.15,1186.75,241.19K,0.14%
2018-04-06,1199.96,1194.15,1202.59,1194.15,252.06K,0.57%
2018-04-09,1204.33,1202.44,1207.45,1197.44,251.45K,0.36%
2018-04-10,1198.12,1207.62,1211.34,1192.22,286.73K,-0.52%
2018-04-11,1167.11,1201.51,1202.46,1167.11,286.08K,-2.59%
2018-04-12,1173.02,1162.48,1173.02,1153.64,179.99K,0.51%
2018-04-13,1157.14,1178.57,1181.52,1153.93,196.13K,-1.35%
2018-04-16,1148.49,1156.54,1159.45,1141.81,196.99K,-0.75%
2018-04-17,1153.28,1149.02,1156.70,1139.33,175.76K,0.42%
2018-04-18,1138.53,1153.28,1160.32,1138.42,172.11K,-1.28%
2018-04-19,1094.63,1137.99,1137.99,1094.63,204.01K,-3.86%
2018-04-20,1119.86,1095.84,1119.86,1078.01,214.65K,2.30%
2018-04-23,1076.78,1124.33,1127.24,1076.78,217.97K,-3.85%
2018-04-24,1080.74,1064.86,1084.89,1048.68,186.61K,0.37%
2018-04-26,1044.86,1082.52,1082.52,1039.35,208.48K,-3.32%
2018-04-27,1050.26,1037.36,1054.94,1031.89,191.60K,0.52%
2018-05-02,1029.08,1053.26,1053.52,1024.75,183.26K,-2.02%
2018-05-03,1026.46,1018.47,1027.38,1003.79,203.56K,-0.25%
2018-05-04,1026.80,1032.12,1037.02,1022.10,163.07K,0.03%
2018-05-07,1062.26,1034.64,1062.26,1028.79,155.13K,3.45%
2018-05-08,1060.45,1061.12,1072.28,1057.24,170.06K,-0.17%
2018-05-09,1056.97,1058.33,1069.80,1051.79,161.33K,-0.33%
2018-05-10,1028.87,1058.22,1059.34,1025.75,204.94K,-2.66%
2018-05-11,1044.85,1026.34,1044.85,1014.30,134.82K,1.55%
2018-05-14,1066.98,1051.69,1066.98,1042.31,137.94K,2.12%
2018-05-15,1073.50,1072.25,1084.20,1071.02,158.35K,0.61%
2018-05-16,1054.62,1073.50,1073.50,1052.18,150.05K,-1.76%
2018-05-17,1030.64,1055.21,1057.84,1030.64,129.62K,-2.27%
2018-05-18,1040.54,1033.33,1040.84,1013.57,408.22K,0.96%
2018-05-21,1014.98,1043.82,1043.82,1014.98,123.09K,-2.46%
2018-05-22,985.91,1006.18,1015.97,976.73,180.49K,-2.86%
2018-05-23,988.94,974.80,995.25,965.92,182.16K,0.31%
2018-05-24,985.92,992.24,995.82,974.14,129.29K,-0.31%
2018-05-25,963.90,981.47,987.56,963.90,150.25K,-2.23%
2018-05-28,931.75,938.86,951.34,927.47,219.29K,-3.34%
2018-05-29,952.18,925.89,958.96,916.00,183.99K,2.19%
2018-05-30,948.50,953.41,953.41,932.26,146.25K,-0.39%
2018-05-31,971.25,947.96,975.51,945.29,182.04K,2.40%
2018-06-01,992.87,973.67,995.06,973.56,204.09K,2.23%
2018-06-04,1013.78,994.48,1013.78,992.01,166.09K,2.11%
2018-06-05,1022.74,1013.59,1025.26,1011.59,212.46K,0.88%
2018-06-06,1034.50,1020.97,1034.50,1012.98,162.08K,1.15%
2018-06-07,1036.69,1038.93,1043.71,1030.79,173.15K,0.21%
2018-06-08,1039.01,1032.59,1039.07,1026.94,148.15K,0.22%
2018-06-11,1039.02,1033.55,1045.60,1029.19,185.55K,0.00%
2018-06-12,1020.76,1033.55,1033.55,1005.10,212.48K,-1.76%
2018-06-13,1030.53,1017.93,1030.53,1017.93,116.06K,0.96%
2018-06-14,1015.72,1030.53,1033.46,1015.72,166.57K,-1.44%
2018-06-15,1016.51,1012.71,1018.95,1006.75,165.43K,0.08%
2018-06-18,987.34,1016.51,1018.98,986.88,181.39K,-2.87%
2018-06-19,962.16,972.38,972.62,941.57,250.99K,-2.55%
2018-06-20,980.95,957.37,980.95,955.61,154.07K,1.95%
2018-06-21,969.40,979.57,979.57,966.28,117.05K,-1.18%
2018-06-22,983.17,963.89,983.57,959.91,132.36K,1.42%
2018-06-25,990.52,997.34,997.34,988.98,142.09K,0.75%
2018-06-26,983.02,977.78,983.78,970.75,165.38K,-0.76%
2018-06-27,968.91,981.44,984.46,968.91,179.45K,-1.44%
2018-06-28,957.35,964.76,976.12,954.46,159.07K,-1.19%
2018-06-29,960.78,955.64,962.93,950.48,146.41K,0.36%
2018-07-02,947.15,955.18,956.78,932.66,168.21K,-1.42%
2018-07-03,906.01,945.87,946.16,906.01,180.70K,-4.34%
2018-07-04,914.99,904.34,914.99,890.83,128.08K,0.99%
2018-07-05,899.40,914.48,921.85,892.67,143.00K,-1.70%
2018-07-06,917.51,891.16,921.75,884.99,159.16K,2.01%
2018-07-09,915.12,922.72,929.50,915.12,119.91K,-0.26%
2018-07-10,911.12,919.44,921.96,911.12,118.44K,-0.44%
2018-07-11,893.16,898.08,900.16,885.09,158.65K,-1.97%
2018-07-12,898.51,891.21,905.72,884.75,113.78K,0.60%
2018-07-13,909.72,904.80,912.53,899.94,140.42K,1.25%
2018-07-16,911.11,914.22,917.63,905.27,136.24K,0.15%
2018-07-17,921.27,905.32,921.27,902.02,155.86K,1.12%
2018-07-18,942.39,926.14,942.39,926.14,223.94K,2.29%
2018-07-19,943.97,942.39,947.07,939.58,199.21K,0.17%
2018-07-20,933.39,938.83,941.94,930.26,204.00K,-1.12%
2018-07-23,936.74,931.52,949.14,930.25,208.56K,0.36%
2018-07-24,934.08,933.22,939.07,926.30,203.90K,-0.28%
2018-07-25,927.58,936.57,938.33,927.58,232.72K,-0.70%
2018-07-26,930.16,928.96,930.32,920.99,195.48K,0.28%
2018-07-27,935.52,931.90,937.23,928.82,179.26K,0.58%
2018-07-30,949.73,940.76,949.73,937.69,193.34K,1.52%
2018-07-31,956.39,948.56,959.07,947.32,242.40K,0.70%
2018-08-01,952.77,957.35,960.05,949.89,202.12K,-0.38%
2018-08-02,953.55,952.75,953.55,942.39,212.46K,0.08%
2018-08-03,959.60,957.92,966.10,955.13,197.53K,0.63%
2018-08-06,960.23,960.12,962.99,955.42,229.66K,0.07%
2018-08-07,956.79,957.70,962.02,953.71,162.14K,-0.36%
2018-08-08,966.27,958.31,966.27,958.31,155.17K,0.99%
2018-08-09,963.50,968.57,972.52,963.50,167.64K,-0.29%
2018-08-10,968.47,962.03,968.47,955.04,185.25K,0.52%
2018-08-13,978.04,966.46,978.04,963.41,213.22K,0.99%
2018-08-14,978.27,979.66,981.42,974.47,177.30K,0.02%
2018-08-15,961.37,980.45,982.00,961.37,188.94K,-1.73%
2018-08-16,964.28,952.83,964.28,947.09,174.03K,0.30%
2018-08-17,968.88,971.40,975.52,968.88,151.07K,0.48%
2018-08-20,969.62,970.81,973.57,966.46,180.83K,0.08%
2018-08-21,979.21,968.46,979.21,968.45,200.58K,0.99%
2018-08-22,982.15,979.21,986.36,979.21,204.11K,0.30%
2018-08-23,987.36,984.12,989.45,982.48,146.85K,0.53%
2018-08-24,987.05,985.49,989.21,982.88,180.07K,-0.03%
2018-08-27,991.92,990.19,994.54,990.03,189.51K,0.49%
2018-08-28,995.19,991.92,995.29,989.81,176.27K,0.33%
2018-08-29,988.17,995.05,995.05,987.47,176.89K,-0.71%
2018-08-30,998.07,987.62,998.07,983.43,186.70K,1.00%
2018-08-31,989.54,998.55,1003.06,989.54,186.55K,-0.85%
2018-09-04,975.94,990.79,992.18,975.94,185.94K,-1.37%
2018-09-05,968.44,975.05,978.78,964.80,181.15K,-0.77%
2018-09-06,958.19,968.37,970.84,957.99,160.38K,-1.06%
2018-09-07,968.90,955.50,969.34,955.50,169.77K,1.12%
2018-09-10,970.34,969.74,974.59,968.19,190.67K,0.15%
2018-09-11,985.06,968.41,985.06,967.92,192.82K,1.52%
2018-09-12,987.01,990.00,994.83,987.01,184.15K,0.20%
2018-09-13,987.95,987.48,992.96,984.92,172.90K,0.10%
2018-09-14,991.34,987.95,995.55,987.95,178.48K,0.34%
2018-09-17,987.61,990.65,993.83,987.02,164.61K,-0.38%
2018-09-18,993.49,983.43,993.49,981.89,197.39K,0.60%
2018-09-19,995.54,998.65,1001.83,994.50,244.42K,0.21%
2018-09-20,1004.74,995.54,1004.74,995.54,204.56K,0.92%
2018-09-21,1002.97,1006.25,1009.10,1000.39,302.45K,-0.18%
2018-09-24,1011.29,1007.52,1011.29,1007.45,186.72K,0.83%
2018-09-25,1010.74,1011.94,1014.53,1008.67,231.99K,-0.05%
2018-09-26,1009.61,1008.93,1014.86,1007.44,261.51K,-0.11%
2018-09-27,1015.37,1012.57,1017.78,1010.49,207.78K,0.57%
2018-09-28,1017.13,1019.34,1020.84,1015.40,247.22K,0.17%
2018-10-01,1012.88,1019.49,1023.87,1012.88,247.86K,-0.42%
2018-10-02,1018.79,1014.26,1021.51,1013.11,358.39K,0.58%
2018-10-03,1020.40,1021.08,1024.59,1016.47,174.39K,0.16%
2018-10-04,1023.62,1024.68,1024.68,1020.40,196.62K,0.32%
2018-10-05,1008.39,1020.21,1020.77,1008.39,294.15K,-1.49%
2018-10-08,996.12,1003.31,1006.13,996.12,205.52K,-1.22%
2018-10-09,996.19,998.70,1001.87,996.19,202.59K,0.01%
